recipe_id,co2e_kg,n_ingr,n_sr,n_exact,n_gen,usda_pct,exact_mass_pct,generic_pct
RCP07203,23.804766999999995,19,11,2,6,57.9,10.5,31.6
RCP07204,20.872839,8,3,2,3,37.5,25.0,37.5
RCP07205,45.48808,8,4,2,2,50.0,25.0,25.0
RCP07206,4.42667,9,4,2,3,44.4,22.2,33.3
RCP07207,4.01787,5,3,1,1,60.0,20.0,20.0
RCP07208,4.6576699999999995,7,4,1,2,57.1,14.3,28.6
RCP07209,5.419166,14,10,2,2,71.4,14.3,14.3
RCP07210,0.6157400000000001,7,5,1,1,71.4,14.3,14.3
RCP07211,1.5391499999999998,8,6,1,1,75.0,12.5,12.5
RCP07212,11.19706,8,4,2,2,50.0,25.0,25.0
RCP07213,18.635447000000003,17,5,2,10,29.4,11.8,58.8
RCP07214,5.627301999999999,12,4,3,5,33.3,25.0,41.7
RCP07215,4.25269,14,6,3,5,42.9,21.4,35.7
RCP07216,5.6090065000000005,7,2,2,3,28.6,28.6,42.9
RCP07217,4.0103725,12,9,2,1,75.0,16.7,8.3
RCP07218,7.716200000000001,8,6,1,1,75.0,12.5,12.5
RCP07219,1.9850680000000003,9,5,1,3,55.6,11.1,33.3
RCP07220,9.201452999999999,9,5,2,2,55.6,22.2,22.2
RCP07221,10.511714,9,3,2,4,33.3,22.2,44.4
RCP07222,11.26064,14,9,2,3,64.3,14.3,21.4
RCP07223,14.579699999999999,5,3,1,1,60.0,20.0,20.0
RCP07224,2.723695,14,10,2,2,71.4,14.3,14.3
RCP07225,15.14435,5,3,1,1,60.0,20.0,20.0
RCP07226,8.654961,10,4,2,4,40.0,20.0,40.0
RCP07227,6.301845000000002,15,6,3,6,40.0,20.0,40.0
RCP07228,7.311995,11,5,3,3,45.5,27.3,27.3
RCP07229,20.255749999999995,14,6,2,6,42.9,14.3,42.9
RCP07230,33.75496,15,8,3,4,53.3,20.0,26.7
RCP07231,18.415260000000004,9,4,1,4,44.4,11.1,44.4
RCP07232,3.84537,6,2,2,2,33.3,33.3,33.3
RCP07233,7.59281,10,8,1,1,80.0,10.0,10.0
RCP07234,0.73716,7,4,2,1,57.1,28.6,14.3
RCP07235,3.5799500000000006,6,3,1,2,50.0,16.7,33.3
RCP07236,4.743289,19,10,1,8,52.6,5.3,42.1
RCP07237,3.096465,8,6,1,1,75.0,12.5,12.5
RCP07238,16.236474500000003,13,5,2,6,38.5,15.4,46.2
RCP07239,6.6464300000000005,14,6,4,4,42.9,28.6,28.6
RCP07240,3.8040800000000004,10,7,1,2,70.0,10.0,20.0
RCP07241,3.16771,5,3,1,1,60.0,20.0,20.0
RCP07242,17.346255,13,7,1,5,53.8,7.7,38.5
RCP07243,8.422395000000002,8,4,2,2,50.0,25.0,25.0
RCP07244,48.676307,13,7,1,5,53.8,7.7,38.5
RCP07245,1.4001675000000002,11,6,4,1,54.5,36.4,9.1
RCP07246,22.83793,9,4,2,3,44.4,22.2,33.3
RCP07247,25.151397000000003,11,3,5,3,27.3,45.5,27.3
RCP07248,2.1868049999999997,11,7,1,3,63.6,9.1,27.3
RCP07249,29.70426,9,4,1,4,44.4,11.1,44.4
RCP07250,3.1803,5,3,1,1,60.0,20.0,20.0
RCP07251,3.588165,14,7,1,6,50.0,7.1,42.9
RCP07252,30.352949999999996,8,6,1,1,75.0,12.5,12.5
RCP07253,11.27304,12,7,1,4,58.3,8.3,33.3
RCP07254,23.109709999999996,9,6,1,2,66.7,11.1,22.2
RCP07255,5.97348,9,3,3,3,33.3,33.3,33.3
RCP07256,6.434637,14,5,4,5,35.7,28.6,35.7
RCP07257,34.746520000000004,8,5,2,1,62.5,25.0,12.5
RCP07258,14.906795,18,10,2,6,55.6,11.1,33.3
RCP07259,10.70431,12,6,1,5,50.0,8.3,41.7
RCP07260,5.25357,5,3,1,1,60.0,20.0,20.0
RCP07261,20.408569999999997,8,5,1,2,62.5,12.5,25.0
RCP07262,10.68914,13,9,1,3,69.2,7.7,23.1
RCP07263,6.770085,16,6,3,7,37.5,18.8,43.8
RCP07264,1.354235,12,6,3,3,50.0,25.0,25.0
RCP07265,17.01324,5,3,1,1,60.0,20.0,20.0
RCP07266,45.683091999999995,12,6,1,5,50.0,8.3,41.7
RCP07267,35.66705999999999,11,7,1,3,63.6,9.1,27.3
RCP07268,8.49276,7,2,2,3,28.6,28.6,42.9
RCP07269,3.7922400000000005,6,3,1,2,50.0,16.7,33.3
RCP07270,7.885350000000001,11,4,2,5,36.4,18.2,45.5
RCP07271,7.351685,8,5,1,2,62.5,12.5,25.0
RCP07272,18.051309999999997,15,7,1,7,46.7,6.7,46.7
RCP07273,13.546569999999997,6,3,1,2,50.0,16.7,33.3
RCP07274,1.96537,11,6,2,3,54.5,18.2,27.3
RCP07275,21.792,6,4,1,1,66.7,16.7,16.7
RCP07276,7.2080400000000004,6,2,1,3,33.3,16.7,50.0
RCP07277,4.74007,8,3,2,3,37.5,25.0,37.5
RCP07278,2.821814,8,3,3,2,37.5,37.5,25.0
RCP07279,4.40274,10,7,2,1,70.0,20.0,10.0
RCP07280,16.765287,13,6,2,5,46.2,15.4,38.5
RCP07281,14.9790865,13,6,4,3,46.2,30.8,23.1
RCP07282,3.2974299999999994,18,13,2,3,72.2,11.1,16.7
RCP07283,8.986448,11,6,2,3,54.5,18.2,27.3
RCP07284,19.696534500000002,14,10,1,3,71.4,7.1,21.4
RCP07285,32.575329999999994,16,5,4,7,31.2,25.0,43.8
RCP07286,8.360927499999999,10,5,1,4,50.0,10.0,40.0
RCP07287,2.6729,9,5,2,2,55.6,22.2,22.2
RCP07288,18.541359999999997,10,5,2,3,50.0,20.0,30.0
RCP07289,6.256550000000001,14,7,1,6,50.0,7.1,42.9
RCP07290,1.9035749999999998,6,4,1,1,66.7,16.7,16.7
RCP07291,6.772130000000001,14,9,3,2,64.3,21.4,14.3
RCP07292,2.96829,13,9,2,2,69.2,15.4,15.4
RCP07293,0.8281050000000001,7,5,1,1,71.4,14.3,14.3
RCP07294,19.749079999999996,8,6,1,1,75.0,12.5,12.5
RCP07295,8.976082000000002,13,6,3,4,46.2,23.1,30.8
RCP07296,17.351139999999997,8,4,3,1,50.0,37.5,12.5
RCP07297,16.781979999999997,17,12,2,3,70.6,11.8,17.6
RCP07298,0.96812,6,4,1,1,66.7,16.7,16.7
RCP07299,33.03201,5,2,1,2,40.0,20.0,40.0
RCP07300,27.792339,9,3,2,4,33.3,22.2,44.4
RCP07301,8.884372500000001,16,9,2,5,56.2,12.5,31.2
RCP07302,29.8866,6,3,2,1,50.0,33.3,16.7
RCP07303,1.5223,7,3,2,2,42.9,28.6,28.6
RCP07304,2.1355599999999995,9,7,1,1,77.8,11.1,11.1
RCP07305,11.4504,7,4,1,2,57.1,14.3,28.6
RCP07306,9.318775,12,7,2,3,58.3,16.7,25.0
RCP07307,9.262940000000002,9,4,3,2,44.4,33.3,22.2
RCP07308,5.353001999999999,8,3,1,4,37.5,12.5,50.0
RCP07309,30.21166,15,7,4,4,46.7,26.7,26.7
RCP07310,33.564449999999994,6,3,1,2,50.0,16.7,33.3
RCP07311,9.019191500000002,10,5,2,3,50.0,20.0,30.0
RCP07312,18.5268,5,3,1,1,60.0,20.0,20.0
RCP07313,9.962459999999998,7,4,2,1,57.1,28.6,14.3
RCP07314,5.19551,5,2,2,1,40.0,40.0,20.0
RCP07315,19.703319999999998,6,2,2,2,33.3,33.3,33.3
RCP07316,1.20495,8,4,1,3,50.0,12.5,37.5
RCP07317,40.11473,9,5,1,3,55.6,11.1,33.3
RCP07318,10.406001,16,8,2,6,50.0,12.5,37.5
RCP07319,0.5654399999999999,7,4,1,2,57.1,14.3,28.6
RCP07320,39.40897999999999,12,8,2,2,66.7,16.7,16.7
RCP07321,6.0040000000000004,12,8,1,3,66.7,8.3,25.0
RCP07322,10.489695,9,6,2,1,66.7,22.2,11.1
RCP07323,20.37454,13,9,2,2,69.2,15.4,15.4
RCP07324,41.8053,7,3,1,3,42.9,14.3,42.9
RCP07325,16.6596175,13,6,2,5,46.2,15.4,38.5
RCP07326,6.08403,8,5,1,2,62.5,12.5,25.0
RCP07327,6.177159499999999,13,7,1,5,53.8,7.7,38.5
RCP07328,11.605349999999998,7,3,2,2,42.9,28.6,28.6
RCP07329,28.28396,7,3,1,3,42.9,14.3,42.9
RCP07330,14.247518,8,2,1,5,25.0,12.5,62.5
RCP07331,4.081952500000001,13,7,1,5,53.8,7.7,38.5
RCP07332,10.473136,14,6,2,6,42.9,14.3,42.9
RCP07333,4.95781,8,5,2,1,62.5,25.0,12.5
RCP07334,4.965504999999999,19,10,4,5,52.6,21.1,26.3
RCP07335,4.4262085,8,4,1,3,50.0,12.5,37.5
RCP07336,13.791617500000001,18,10,1,7,55.6,5.6,38.9
RCP07337,22.762140000000002,5,3,1,1,60.0,20.0,20.0
RCP07338,12.63521,12,7,1,4,58.3,8.3,33.3
RCP07339,2.5519000000000003,7,3,3,1,42.9,42.9,14.3
RCP07340,0.80109,5,3,1,1,60.0,20.0,20.0
RCP07341,1.99813,8,3,3,2,37.5,37.5,25.0
RCP07342,8.39901,12,6,2,4,50.0,16.7,33.3
RCP07343,19.95865,12,8,2,2,66.7,16.7,16.7
RCP07344,29.662799999999997,8,6,1,1,75.0,12.5,12.5
RCP07345,7.0180115,7,2,1,4,28.6,14.3,57.1
RCP07346,3.0377,11,7,1,3,63.6,9.1,27.3
RCP07347,7.027696500000001,12,6,1,5,50.0,8.3,41.7
RCP07348,9.94489,13,7,2,4,53.8,15.4,30.8
RCP07349,0.5225,5,3,1,1,60.0,20.0,20.0
RCP07350,1.4576599999999997,8,5,1,2,62.5,12.5,25.0
RCP07351,7.6293299999999995,19,11,3,5,57.9,15.8,26.3
RCP07352,44.8646375,19,6,4,9,31.6,21.1,47.4
RCP07353,25.393686,18,9,2,7,50.0,11.1,38.9
RCP07354,48.633759999999995,15,6,2,7,40.0,13.3,46.7
RCP07355,19.238554999999998,18,11,4,3,61.1,22.2,16.7
RCP07356,0.9902299999999999,10,6,2,2,60.0,20.0,20.0
RCP07357,12.725650000000002,6,4,1,1,66.7,16.7,16.7
RCP07358,35.391217,15,8,3,4,53.3,20.0,26.7
RCP07359,10.749759999999998,16,14,1,1,87.5,6.2,6.2
RCP07360,12.70135,6,3,2,1,50.0,33.3,16.7
RCP07361,0.8331500000000001,5,2,2,1,40.0,40.0,20.0
RCP07362,25.553594999999998,8,5,1,2,62.5,12.5,25.0
RCP07363,7.6455400000000004,9,3,3,3,33.3,33.3,33.3
RCP07364,0.550195,7,5,1,1,71.4,14.3,14.3
RCP07365,15.755245,10,7,1,2,70.0,10.0,20.0
RCP07366,32.0408025,13,10,1,2,76.9,7.7,15.4
RCP07367,59.974230000000006,13,8,2,3,61.5,15.4,23.1
RCP07368,55.9858675,10,6,1,3,60.0,10.0,30.0
RCP07369,26.45836,14,7,3,4,50.0,21.4,28.6
RCP07370,27.19572,13,5,3,5,38.5,23.1,38.5
RCP07371,3.4375509999999996,9,5,1,3,55.6,11.1,33.3
RCP07372,40.36877999999999,13,7,2,4,53.8,15.4,30.8
RCP07373,16.339065,12,7,1,4,58.3,8.3,33.3
RCP07374,13.5019,5,3,1,1,60.0,20.0,20.0
RCP07375,27.952255,9,6,1,2,66.7,11.1,22.2
RCP07376,10.29644,13,6,2,5,46.2,15.4,38.5
RCP07377,10.3703,9,4,1,4,44.4,11.1,44.4
RCP07378,29.998255,8,5,2,1,62.5,25.0,12.5
RCP07379,22.2185,6,4,1,1,66.7,16.7,16.7
RCP07380,15.606975000000002,14,7,1,6,50.0,7.1,42.9
RCP07381,19.975604999999998,8,4,1,3,50.0,12.5,37.5
RCP07382,9.456360000000002,12,7,1,4,58.3,8.3,33.3
RCP07383,15.410979999999997,7,3,3,1,42.9,42.9,14.3
RCP07384,10.97394,15,10,3,2,66.7,20.0,13.3
RCP07385,8.310165,8,3,3,2,37.5,37.5,25.0
RCP07386,24.3018,8,3,3,2,37.5,37.5,25.0
RCP07387,14.310419999999999,14,7,2,5,50.0,14.3,35.7
RCP07388,0.604,8,5,1,2,62.5,12.5,25.0
RCP07389,5.554715000000001,9,4,2,3,44.4,22.2,33.3
RCP07390,5.476545,15,8,2,5,53.3,13.3,33.3
RCP07391,20.19122,8,3,2,3,37.5,25.0,37.5
RCP07392,11.717201,19,7,2,10,36.8,10.5,52.6
RCP07393,2.09584,8,3,2,3,37.5,25.0,37.5
RCP07394,4.93985,7,4,1,2,57.1,14.3,28.6
RCP07395,4.95461,8,4,1,3,50.0,12.5,37.5
RCP07396,1.379495,6,4,1,1,66.7,16.7,16.7
RCP07397,1.17725,7,5,1,1,71.4,14.3,14.3
RCP07398,20.855585,9,4,1,4,44.4,11.1,44.4
RCP07399,20.758619999999997,8,5,1,2,62.5,12.5,25.0
RCP07400,5.066020000000001,17,8,5,4,47.1,29.4,23.5
RCP07401,18.18172,8,3,2,3,37.5,25.0,37.5
RCP07402,2.363005,10,6,3,1,60.0,30.0,10.0
RCP07403,7.62876,5,3,1,1,60.0,20.0,20.0
RCP07404,15.01368,19,12,2,5,63.2,10.5,26.3
RCP07405,23.762249999999998,8,4,3,1,50.0,37.5,12.5
RCP07406,12.7582015,12,4,3,5,33.3,25.0,41.7
RCP07407,23.341779999999996,7,3,2,2,42.9,28.6,28.6
RCP07408,6.81213,6,3,1,2,50.0,16.7,33.3
RCP07409,24.735805,14,8,2,4,57.1,14.3,28.6
RCP07410,1.1059,9,6,2,1,66.7,22.2,11.1
RCP07411,11.716679999999998,10,4,3,3,40.0,30.0,30.0
RCP07412,21.025825,9,7,1,1,77.8,11.1,11.1
RCP07413,61.475001,8,3,1,4,37.5,12.5,50.0
RCP07414,6.2032955,13,9,1,3,69.2,7.7,23.1
RCP07415,17.734365,8,5,2,1,62.5,25.0,12.5
RCP07416,7.0853375000000005,15,8,1,6,53.3,6.7,40.0
RCP07417,1.66772,8,5,1,2,62.5,12.5,25.0
RCP07418,26.981619999999996,13,8,2,3,61.5,15.4,23.1
RCP07419,23.20798,9,4,2,3,44.4,22.2,33.3
RCP07420,1.2150999999999998,6,2,2,2,33.3,33.3,33.3
RCP07421,17.530337499999998,7,2,2,3,28.6,28.6,42.9
RCP07422,7.56995,7,4,1,2,57.1,14.3,28.6
RCP07423,10.71358,8,6,1,1,75.0,12.5,12.5
RCP07424,9.225976000000001,7,3,1,3,42.9,14.3,42.9
RCP07425,12.693229999999998,12,7,1,4,58.3,8.3,33.3
RCP07426,3.8599634999999997,6,2,2,2,33.3,33.3,33.3
RCP07427,18.610155,9,4,2,3,44.4,22.2,33.3
RCP07428,49.150850000000005,13,9,1,3,69.2,7.7,23.1
RCP07429,1.82477,14,8,2,4,57.1,14.3,28.6
RCP07430,0.6680999999999999,8,6,1,1,75.0,12.5,12.5
RCP07431,48.6582,5,2,1,2,40.0,20.0,40.0
RCP07432,39.41439999999999,11,8,2,1,72.7,18.2,9.1
RCP07433,54.236615,16,9,3,4,56.2,18.8,25.0
RCP07434,2.394347,9,5,1,3,55.6,11.1,33.3
RCP07435,2.2078800000000003,6,3,1,2,50.0,16.7,33.3
RCP07436,15.143052999999998,9,5,2,2,55.6,22.2,22.2
RCP07437,0.47045,7,5,1,1,71.4,14.3,14.3
RCP07438,14.112639999999999,8,3,1,4,37.5,12.5,50.0
RCP07439,32.814,5,2,1,2,40.0,20.0,40.0
RCP07440,42.95475,8,5,1,2,62.5,12.5,25.0
RCP07441,11.276514999999998,11,7,2,2,63.6,18.2,18.2
RCP07442,0.8469350000000001,9,4,2,3,44.4,22.2,33.3
RCP07443,4.47321,9,7,1,1,77.8,11.1,11.1
RCP07444,2.4520399999999998,10,6,2,2,60.0,20.0,20.0
RCP07445,4.326950000000001,8,5,1,2,62.5,12.5,25.0
RCP07446,26.492004999999995,13,5,2,6,38.5,15.4,46.2
RCP07447,45.521950000000004,7,3,2,2,42.9,28.6,28.6
RCP07448,7.097859,9,5,1,3,55.6,11.1,33.3
RCP07449,2.57646,8,5,1,2,62.5,12.5,25.0
RCP07450,1.28461,11,8,1,2,72.7,9.1,18.2
RCP07451,2.832894,9,4,1,4,44.4,11.1,44.4
RCP07452,6.9312305,10,6,1,3,60.0,10.0,30.0
RCP07453,50.006350000000005,8,5,2,1,62.5,25.0,12.5
RCP07454,39.99582,14,5,3,6,35.7,21.4,42.9
RCP07455,12.11102,5,3,1,1,60.0,20.0,20.0
RCP07456,4.06238,8,5,2,1,62.5,25.0,12.5
RCP07457,10.2236075,16,8,3,5,50.0,18.8,31.2
RCP07458,6.6923875,7,2,1,4,28.6,14.3,57.1
RCP07459,2.0974500000000003,5,3,1,1,60.0,20.0,20.0
RCP07460,8.4626,9,3,3,3,33.3,33.3,33.3
RCP07461,50.77698199999999,13,6,3,4,46.2,23.1,30.8
RCP07462,9.167095,14,8,2,4,57.1,14.3,28.6
RCP07463,24.938007499999998,18,9,3,6,50.0,16.7,33.3
RCP07464,24.37916,9,3,2,4,33.3,22.2,44.4
RCP07465,6.813300000000001,12,5,3,4,41.7,25.0,33.3
RCP07466,18.763749,7,3,2,2,42.9,28.6,28.6
RCP07467,5.72214,8,2,2,4,25.0,25.0,50.0
RCP07468,28.547915999999997,8,3,2,3,37.5,25.0,37.5
RCP07469,12.0487615,15,9,3,3,60.0,20.0,20.0
RCP07470,6.772495,7,4,1,2,57.1,14.3,28.6
RCP07471,5.316705499999999,9,4,1,4,44.4,11.1,44.4
RCP07472,24.59405,8,3,3,2,37.5,37.5,25.0
RCP07473,1.322215,5,3,1,1,60.0,20.0,20.0
RCP07474,5.593814999999998,11,6,1,4,54.5,9.1,36.4
RCP07475,7.626129999999999,12,4,2,6,33.3,16.7,50.0
RCP07476,15.996474999999998,14,7,2,5,50.0,14.3,35.7
RCP07477,29.030549999999998,6,4,1,1,66.7,16.7,16.7
RCP07478,9.330559,13,7,1,5,53.8,7.7,38.5
RCP07479,3.1682699999999997,8,4,1,3,50.0,12.5,37.5
RCP07480,18.54032,7,5,1,1,71.4,14.3,14.3
RCP07481,18.684891000000004,15,8,2,5,53.3,13.3,33.3
RCP07482,2.9355899999999995,10,4,3,3,40.0,30.0,30.0
RCP07483,38.3044005,5,2,1,2,40.0,20.0,40.0
RCP07484,8.458155,13,7,3,3,53.8,23.1,23.1
RCP07485,8.051558,17,8,4,5,47.1,23.5,29.4
RCP07486,31.421466,16,8,2,6,50.0,12.5,37.5
RCP07487,9.532535000000001,14,8,3,3,57.1,21.4,21.4
RCP07488,1.1451300000000002,9,4,1,4,44.4,11.1,44.4
RCP07489,24.472759999999997,11,5,2,4,45.5,18.2,36.4
RCP07490,1.11597,5,3,1,1,60.0,20.0,20.0
RCP07491,6.466600000000001,9,3,2,4,33.3,22.2,44.4
RCP07492,9.279494999999999,14,8,3,3,57.1,21.4,21.4
RCP07493,11.60005,18,9,3,6,50.0,16.7,33.3
RCP07494,22.77191,9,5,3,1,55.6,33.3,11.1
RCP07495,1.94362,10,6,1,3,60.0,10.0,30.0
RCP07496,1.00672,8,6,1,1,75.0,12.5,12.5
RCP07497,1.55937,7,3,1,3,42.9,14.3,42.9
RCP07498,16.082455,13,5,2,6,38.5,15.4,46.2
RCP07499,8.08248,5,2,1,2,40.0,20.0,40.0
RCP07500,5.3780719999999995,12,5,3,4,41.7,25.0,33.3
RCP07501,29.693759999999994,6,4,1,1,66.7,16.7,16.7
RCP07502,9.078650000000001,5,3,1,1,60.0,20.0,20.0
RCP07503,19.907369999999993,9,6,1,2,66.7,11.1,22.2
RCP07504,4.998510000000001,9,5,1,3,55.6,11.1,33.3
RCP07505,2.099845,8,5,1,2,62.5,12.5,25.0
RCP07506,16.621015,11,6,2,3,54.5,18.2,27.3
RCP07507,0.6780400000000001,7,4,1,2,57.1,14.3,28.6
RCP07508,19.669575,9,5,1,3,55.6,11.1,33.3
RCP07509,35.17198,9,5,1,3,55.6,11.1,33.3
RCP07510,39.970319,9,2,2,5,22.2,22.2,55.6
RCP07511,15.062164999999997,11,3,1,7,27.3,9.1,63.6
RCP07512,11.801604000000001,18,13,2,3,72.2,11.1,16.7
RCP07513,58.161880000000004,12,7,2,3,58.3,16.7,25.0
RCP07514,56.73659500000001,14,7,3,4,50.0,21.4,28.6
RCP07515,13.345416,7,2,2,3,28.6,28.6,42.9
RCP07516,9.170910000000001,12,7,1,4,58.3,8.3,33.3
RCP07517,2.323725,11,6,1,4,54.5,9.1,36.4
RCP07518,18.671775,13,6,3,4,46.2,23.1,30.8
RCP07519,12.04236,12,4,2,6,33.3,16.7,50.0
RCP07520,27.750857,8,3,2,3,37.5,25.0,37.5
RCP07521,16.3359,5,3,1,1,60.0,20.0,20.0
RCP07522,36.212795,8,5,1,2,62.5,12.5,25.0
RCP07523,12.6596075,8,4,1,3,50.0,12.5,37.5
RCP07524,10.56416,13,8,1,4,61.5,7.7,30.8
RCP07525,1.06971,6,4,1,1,66.7,16.7,16.7
RCP07526,6.239504999999999,7,4,1,2,57.1,14.3,28.6
RCP07527,1.0864,5,2,1,2,40.0,20.0,40.0
RCP07528,9.647186,6,3,1,2,50.0,16.7,33.3
RCP07529,38.149325,18,11,2,5,61.1,11.1,27.8
RCP07530,15.17532,6,4,1,1,66.7,16.7,16.7
RCP07531,8.38034,14,6,4,4,42.9,28.6,28.6
RCP07532,11.23491,8,6,1,1,75.0,12.5,12.5
RCP07533,9.089455000000001,16,11,2,3,68.8,12.5,18.8
RCP07534,8.03199,8,4,1,3,50.0,12.5,37.5
RCP07535,10.584703000000001,17,9,1,7,52.9,5.9,41.2
RCP07536,14.108994999999998,14,7,2,5,50.0,14.3,35.7
RCP07537,43.11774499999999,11,5,2,4,45.5,18.2,36.4
RCP07538,14.910694999999999,14,6,4,4,42.9,28.6,28.6
RCP07539,21.170853,18,7,4,7,38.9,22.2,38.9
RCP07540,4.095164,15,5,3,7,33.3,20.0,46.7
RCP07541,7.710654999999999,12,7,2,3,58.3,16.7,25.0
RCP07542,33.95751,9,4,1,4,44.4,11.1,44.4
RCP07543,7.665375,13,8,2,3,61.5,15.4,23.1
RCP07544,8.479156000000001,16,9,2,5,56.2,12.5,31.2
RCP07545,6.0029140000000005,12,5,3,4,41.7,25.0,33.3
RCP07546,9.59082,12,5,1,6,41.7,8.3,50.0
RCP07547,16.45116,14,7,2,5,50.0,14.3,35.7
RCP07548,54.11689499999999,10,5,1,4,50.0,10.0,40.0
RCP07549,4.52313,7,5,1,1,71.4,14.3,14.3
RCP07550,2.1764499999999996,5,2,2,1,40.0,40.0,20.0
RCP07551,1.4460149999999998,9,6,1,2,66.7,11.1,22.2
RCP07552,31.591379999999997,9,4,3,2,44.4,33.3,22.2
RCP07553,1.4344700000000001,9,7,1,1,77.8,11.1,11.1
RCP07554,39.562129999999996,13,5,2,6,38.5,15.4,46.2
RCP07555,10.169667500000003,13,6,3,4,46.2,23.1,30.8
RCP07556,4.08132,9,3,2,4,33.3,22.2,44.4
RCP07557,33.87645,5,2,1,2,40.0,20.0,40.0
RCP07558,44.687219999999996,18,9,3,6,50.0,16.7,33.3
RCP07559,36.353835,10,5,1,4,50.0,10.0,40.0
RCP07560,4.863840000000001,8,5,1,2,62.5,12.5,25.0
RCP07561,16.034,14,8,4,2,57.1,28.6,14.3
RCP07562,27.317,9,5,3,1,55.6,33.3,11.1
RCP07563,22.3415725,12,4,3,5,33.3,25.0,41.7
RCP07564,41.01099500000001,14,8,2,4,57.1,14.3,28.6
RCP07565,4.64755,8,5,2,1,62.5,25.0,12.5
RCP07566,1.51464,6,4,1,1,66.7,16.7,16.7
RCP07567,2.0539199999999997,8,4,1,3,50.0,12.5,37.5
RCP07568,20.295309999999997,6,4,1,1,66.7,16.7,16.7
RCP07569,4.1062425,13,7,2,4,53.8,15.4,30.8
RCP07570,20.841169999999998,18,6,2,10,33.3,11.1,55.6
RCP07571,8.913,5,2,2,1,40.0,40.0,20.0
RCP07572,4.911692499999999,19,14,1,4,73.7,5.3,21.1
RCP07573,9.319165,13,7,1,5,53.8,7.7,38.5
RCP07574,7.6709495,19,16,1,2,84.2,5.3,10.5
RCP07575,60.308479999999996,8,5,2,1,62.5,25.0,12.5
RCP07576,19.957679999999996,8,5,1,2,62.5,12.5,25.0
RCP07577,2.72023,8,5,2,1,62.5,25.0,12.5
RCP07578,16.5863055,12,6,1,5,50.0,8.3,41.7
RCP07579,8.054715000000002,11,7,1,3,63.6,9.1,27.3
RCP07580,11.753243000000001,14,9,1,4,64.3,7.1,28.6
RCP07581,6.9827200000000005,9,5,2,2,55.6,22.2,22.2
RCP07582,5.679760000000001,6,3,2,1,50.0,33.3,16.7
RCP07583,2.02269,7,4,1,2,57.1,14.3,28.6
RCP07584,25.321499999999997,5,3,1,1,60.0,20.0,20.0
RCP07585,25.677089999999996,6,3,1,2,50.0,16.7,33.3
RCP07586,10.118831,6,2,1,3,33.3,16.7,50.0
RCP07587,16.350514999999998,14,7,2,5,50.0,14.3,35.7
RCP07588,21.83472,5,3,1,1,60.0,20.0,20.0
RCP07589,1.109245,13,10,1,2,76.9,7.7,15.4
RCP07590,12.51334,12,7,2,3,58.3,16.7,25.0
RCP07591,15.632635,7,4,1,2,57.1,14.3,28.6
RCP07592,15.77079,11,5,2,4,45.5,18.2,36.4
RCP07593,17.649645,9,4,3,2,44.4,33.3,22.2
RCP07594,2.48758,14,6,2,6,42.9,14.3,42.9
RCP07595,4.951950000000001,7,3,1,3,42.9,14.3,42.9
RCP07596,20.57449,12,7,2,3,58.3,16.7,25.0
RCP07597,28.733349999999998,14,7,4,3,50.0,28.6,21.4
RCP07598,38.059329999999996,9,4,3,2,44.4,33.3,22.2
RCP07599,11.91867,13,7,1,5,53.8,7.7,38.5
RCP07600,23.630365,19,12,3,4,63.2,15.8,21.1
RCP07601,11.7033485,13,6,3,4,46.2,23.1,30.8
RCP07602,3.3552210000000002,10,4,1,5,40.0,10.0,50.0
RCP07603,44.6093515,12,6,2,4,50.0,16.7,33.3
RCP07604,3.8540900000000002,13,7,3,3,53.8,23.1,23.1
RCP07605,33.3846925,10,5,1,4,50.0,10.0,40.0
RCP07606,29.064225,13,8,1,4,61.5,7.7,30.8
RCP07607,55.620889500000004,11,6,1,4,54.5,9.1,36.4
RCP07608,10.819680000000002,17,8,2,7,47.1,11.8,41.2
RCP07609,18.54666,7,5,1,1,71.4,14.3,14.3
RCP07610,21.815749999999998,8,4,2,2,50.0,25.0,25.0
RCP07611,36.726811999999995,9,5,1,3,55.6,11.1,33.3
RCP07612,2.66523,13,9,2,2,69.2,15.4,15.4
RCP07613,15.504005,9,4,1,4,44.4,11.1,44.4
RCP07614,9.006390000000001,5,3,1,1,60.0,20.0,20.0
RCP07615,7.35564,8,3,1,4,37.5,12.5,50.0
RCP07616,4.0539000000000005,5,3,1,1,60.0,20.0,20.0
RCP07617,48.50013,9,5,1,3,55.6,11.1,33.3
RCP07618,4.27767,6,3,1,2,50.0,16.7,33.3
RCP07619,3.1144099999999995,9,4,2,3,44.4,22.2,33.3
RCP07620,9.31581,12,8,1,3,66.7,8.3,25.0
RCP07621,16.0181405,7,3,1,3,42.9,14.3,42.9
RCP07622,1.0436400000000001,9,5,2,2,55.6,22.2,22.2
RCP07623,6.30043,15,10,1,4,66.7,6.7,26.7
RCP07624,11.05516,7,3,2,2,42.9,28.6,28.6
RCP07625,25.812159000000005,17,7,3,7,41.2,17.6,41.2
RCP07626,24.557148000000005,11,5,2,4,45.5,18.2,36.4
RCP07627,0.61226,7,5,1,1,71.4,14.3,14.3
RCP07628,13.8548935,13,6,2,5,46.2,15.4,38.5
RCP07629,26.102345999999997,7,2,2,3,28.6,28.6,42.9
RCP07630,9.654012499999999,9,5,1,3,55.6,11.1,33.3
RCP07631,4.369835000000001,15,10,2,3,66.7,13.3,20.0
