recipe_id,co2e_kg,n_ingr,n_sr,n_gen,usda_pct,generic_pct
RCP07290,1.928847,6,4,2,66.7,33.3
RCP07291,10.503314,14,9,5,64.3,35.7
RCP07292,3.1046100000000005,13,9,4,69.2,30.8
RCP07293,1.039617,7,5,2,71.4,28.6
RCP07294,19.752082999999995,8,6,2,75.0,25.0
RCP07295,12.332721999999997,13,6,7,46.2,53.8
RCP07296,17.351139999999997,8,4,4,50.0,50.0
RCP07297,16.477569999999996,17,12,5,70.6,29.4
RCP07298,0.96812,6,4,2,66.7,33.3
RCP07299,33.03201,5,2,3,40.0,60.0
RCP07300,27.792339,9,3,6,33.3,66.7
RCP07301,9.4671685,16,9,7,56.2,43.8
RCP07302,29.8866,6,3,3,50.0,50.0
RCP07303,1.5223,7,3,4,42.9,57.1
RCP07304,1.9800049999999993,9,7,2,77.8,22.2
RCP07305,11.4434,7,4,3,57.1,42.9
RCP07306,9.289635,12,7,5,58.3,41.7
RCP07307,9.262940000000002,9,4,5,44.4,55.6
RCP07308,5.205247,8,3,5,37.5,62.5
RCP07309,30.21166,15,7,8,46.7,53.3
RCP07310,33.478049999999996,6,3,3,50.0,50.0
RCP07311,9.036141500000001,10,5,5,50.0,50.0
RCP07312,18.5457,5,3,2,60.0,40.0
RCP07313,9.814704999999998,7,4,3,57.1,42.9
RCP07314,5.19551,5,2,3,40.0,60.0
RCP07315,19.703319999999998,6,2,4,33.3,66.7
RCP07316,1.1838350000000002,8,4,4,50.0,50.0
RCP07317,39.965275,9,5,4,55.6,44.4
RCP07318,13.384042999999998,16,8,8,50.0,50.0
RCP07319,0.7872000000000001,7,4,3,57.1,42.9
RCP07320,39.440979999999996,12,8,4,66.7,33.3
RCP07321,8.468969999999999,12,8,4,66.7,33.3
RCP07322,10.489695,9,6,3,66.7,33.3
RCP07323,20.410639999999997,13,9,4,69.2,30.8
RCP07324,41.84655,7,3,4,42.9,57.1
RCP07325,16.6369215,13,6,7,46.2,53.8
RCP07326,6.062139999999999,8,5,3,62.5,37.5
RCP07327,6.4971395,13,7,6,53.8,46.2
RCP07328,11.605349999999998,7,3,4,42.9,57.1
RCP07329,28.0274385,7,3,4,42.9,57.1
RCP07330,14.161117999999998,8,2,6,25.0,75.0
RCP07331,3.6814215,13,7,6,53.8,46.2
RCP07332,12.619371499999998,14,6,8,42.9,57.1
RCP07333,5.008354000000001,8,5,3,62.5,37.5
RCP07334,5.060185,19,10,9,52.6,47.4
RCP07335,4.4893085,8,4,4,50.0,50.0
RCP07336,13.7716535,18,10,8,55.6,44.4
RCP07337,22.762140000000002,5,3,2,60.0,40.0
RCP07338,12.572602,12,7,5,58.3,41.7
RCP07339,2.5519000000000003,7,3,4,42.9,57.1
RCP07340,1.2285300000000001,5,3,2,60.0,40.0
RCP07341,2.26541,8,3,5,37.5,62.5
RCP07342,8.5403,12,6,6,50.0,50.0
RCP07343,20.009193999999997,12,8,4,66.7,33.3
RCP07344,29.9868,8,6,2,75.0,25.0
RCP07345,7.4103715,7,2,5,28.6,71.4
RCP07346,3.1260600000000003,11,7,4,63.6,36.4
RCP07347,7.065184500000002,12,6,6,50.0,50.0
RCP07348,9.961389999999998,13,7,6,53.8,46.2
RCP07349,0.71194,5,3,2,60.0,40.0
RCP07350,1.4568099999999997,8,5,3,62.5,37.5
RCP07351,7.256873499999999,19,11,8,57.9,42.1
RCP07352,44.677409,19,6,13,31.6,68.4
RCP07353,24.970819499999998,18,9,9,50.0,50.0
RCP07354,48.60630999999999,15,6,9,40.0,60.0
RCP07355,19.246554999999997,18,11,7,61.1,38.9
RCP07356,1.3639700000000001,10,6,4,60.0,40.0
RCP07357,12.717850000000002,6,4,2,66.7,33.3
RCP07358,35.437862,15,8,7,53.3,46.7
RCP07359,10.801665999999999,16,14,2,87.5,12.5
RCP07360,12.70297,6,3,3,50.0,50.0
RCP07361,1.34171,5,2,3,40.0,60.0
RCP07362,25.555214999999997,8,5,3,62.5,37.5
RCP07363,7.6455400000000004,9,3,6,33.3,66.7
RCP07364,0.644039,7,5,2,71.4,28.6
RCP07365,15.746088999999998,10,7,3,70.0,30.0
RCP07366,32.118238500000004,13,10,3,76.9,23.1
RCP07367,60.064658,13,8,5,61.5,38.5
RCP07368,56.1802675,10,6,4,60.0,40.0
RCP07369,26.473159999999996,14,7,7,50.0,50.0
RCP07370,27.0550005,13,5,8,38.5,61.5
RCP07371,3.390595,9,5,4,55.6,44.4
RCP07372,40.37039999999999,13,7,6,53.8,46.2
RCP07373,16.068827,12,7,5,58.3,41.7
RCP07374,13.5019,5,3,2,60.0,40.0
RCP07375,28.146655,9,6,3,66.7,33.3
RCP07376,10.57174,13,6,7,46.2,53.8
RCP07377,10.37975,9,4,5,44.4,55.6
RCP07378,29.982602999999997,8,5,3,62.5,37.5
RCP07379,21.92299,6,4,2,66.7,33.3
RCP07380,15.639975000000002,14,7,7,50.0,50.0
RCP07381,19.555365,8,4,4,50.0,50.0
RCP07382,12.252145,12,7,5,58.3,41.7
RCP07383,15.410979999999997,7,3,4,42.9,57.1
RCP07384,10.968032,15,10,5,66.7,33.3
RCP07385,11.59249,8,3,5,37.5,62.5
RCP07386,23.8981945,8,3,5,37.5,62.5
RCP07387,14.311517,14,7,7,50.0,50.0
RCP07388,0.86192,8,5,3,62.5,37.5
RCP07389,5.554715000000001,9,4,5,44.4,55.6
RCP07390,5.739070999999999,15,8,7,53.3,46.7
RCP07391,20.18337,8,3,5,37.5,62.5
RCP07392,11.4364385,19,7,12,36.8,63.2
RCP07393,2.09584,8,3,5,37.5,62.5
RCP07394,7.994115999999999,7,4,3,57.1,42.9
RCP07395,5.178082,8,4,4,50.0,50.0
RCP07396,1.404767,6,4,2,66.7,33.3
RCP07397,1.17725,7,5,2,71.4,28.6
RCP07398,20.841585000000002,9,4,5,44.4,55.6
RCP07399,20.728445999999998,8,5,3,62.5,37.5
RCP07400,4.6041475,17,8,9,47.1,52.9
RCP07401,18.18172,8,3,5,37.5,62.5
RCP07402,2.3983449999999995,10,6,4,60.0,40.0
RCP07403,7.62876,5,3,2,60.0,40.0
RCP07404,17.312214000000004,19,12,7,63.2,36.8
RCP07405,23.762249999999998,8,4,4,50.0,50.0
RCP07406,12.947241499999999,12,4,8,33.3,66.7
RCP07407,23.341779999999996,7,3,4,42.9,57.1
RCP07408,6.81213,6,3,3,50.0,50.0
RCP07409,24.750155,14,8,6,57.1,42.9
RCP07410,1.751386,9,6,3,66.7,33.3
RCP07411,11.74791,10,4,6,40.0,60.0
RCP07412,20.87417,9,7,2,77.8,22.2
RCP07413,61.461000999999996,8,3,5,37.5,62.5
RCP07414,6.2127455000000005,13,9,4,69.2,30.8
RCP07415,17.739225,8,5,3,62.5,37.5
RCP07416,7.5348375,15,8,7,53.3,46.7
RCP07417,1.8674,8,5,3,62.5,37.5
RCP07418,26.998119999999997,13,8,5,61.5,38.5
RCP07419,23.1143145,9,4,5,44.4,55.6
RCP07420,1.4958999999999998,6,2,4,33.3,66.7
RCP07421,17.530337499999998,7,2,5,28.6,71.4
RCP07422,7.569100000000001,7,4,3,57.1,42.9
RCP07423,10.746586,8,6,2,75.0,25.0
RCP07424,9.27652,7,3,4,42.9,57.1
RCP07425,12.515421999999997,12,7,5,58.3,41.7
RCP07426,3.8599634999999997,6,2,4,33.3,66.7
RCP07427,18.606710999999997,9,4,5,44.4,55.6
RCP07428,49.18412200000001,13,9,4,69.2,30.8
RCP07429,2.17349,14,8,6,57.1,42.9
RCP07430,1.0404200000000001,8,6,2,75.0,25.0
RCP07431,48.6582,5,2,3,40.0,60.0
RCP07432,39.43792299999999,11,8,3,72.7,27.3
RCP07433,54.120051000000004,16,9,7,56.2,43.8
RCP07434,2.7183469999999996,9,5,4,55.6,44.4
RCP07435,3.6594,6,3,3,50.0,50.0
RCP07436,15.143052999999998,9,5,4,55.6,44.4
RCP07437,0.81261,7,5,2,71.4,28.6
RCP07438,13.99574,8,3,5,37.5,62.5
RCP07439,32.814,5,2,3,40.0,60.0
RCP07440,42.95636999999999,8,5,3,62.5,37.5
RCP07441,10.963792499999997,11,7,4,63.6,36.4
RCP07442,1.133125,9,4,5,44.4,55.6
RCP07443,4.8288899999999995,9,7,2,77.8,22.2
RCP07444,2.88468,10,6,4,60.0,40.0
RCP07445,4.203950000000001,8,5,3,62.5,37.5
RCP07446,26.519244999999998,13,5,8,38.5,61.5
RCP07447,45.5302,7,3,4,42.9,57.1
RCP07448,7.081962,9,5,4,55.6,44.4
RCP07449,2.5794629999999996,8,5,3,62.5,37.5
RCP07450,1.5668900000000001,11,8,3,72.7,27.3
RCP07451,2.6376575,9,4,5,44.4,55.6
RCP07452,6.9312305,10,6,4,60.0,40.0
RCP07453,50.006350000000005,8,5,3,62.5,37.5
RCP07454,39.536931499999994,14,5,9,35.7,64.3
RCP07455,12.11102,5,3,2,60.0,40.0
RCP07456,6.477259999999999,8,5,3,62.5,37.5
RCP07457,10.327502500000001,16,8,8,50.0,50.0
RCP07458,8.8135075,7,2,5,28.6,71.4
RCP07459,2.29185,5,3,2,60.0,40.0
RCP07460,8.4556,9,3,6,33.3,66.7
RCP07461,50.77698199999999,13,6,7,46.2,53.8
RCP07462,12.363742499999999,14,8,6,57.1,42.9
RCP07463,24.673927499999998,18,9,9,50.0,50.0
RCP07464,24.37041,9,3,6,33.3,66.7
RCP07465,7.0789800000000005,12,5,7,41.7,58.3
RCP07466,18.763749,7,3,4,42.9,57.1
RCP07467,5.368620999999999,8,2,6,25.0,75.0
RCP07468,28.547915999999997,8,3,5,37.5,62.5
RCP07469,14.073155499999999,15,9,6,60.0,40.0
RCP07470,6.936335,7,4,3,57.1,42.9
RCP07471,5.4485455,9,4,5,44.4,55.6
RCP07472,24.59405,8,3,5,37.5,62.5
RCP07473,1.306563,5,3,2,60.0,40.0
RCP07474,5.593814999999998,11,6,5,54.5,45.5
RCP07475,7.626129999999999,12,4,8,33.3,66.7
RCP07476,15.975575,14,7,7,50.0,50.0
RCP07477,29.02275,6,4,2,66.7,33.3
RCP07478,9.244158999999998,13,7,6,53.8,46.2
RCP07479,3.1394699999999993,8,4,4,50.0,50.0
RCP07480,18.24481,7,5,2,71.4,28.6
RCP07481,18.716229,15,8,7,53.3,46.7
RCP07482,2.9355899999999995,10,4,6,40.0,60.0
RCP07483,38.3044005,5,2,3,40.0,60.0
RCP07484,8.6008055,13,7,6,53.8,46.2
RCP07485,7.719151,17,8,9,47.1,52.9
RCP07486,31.410565999999996,16,8,8,50.0,50.0
RCP07487,9.346791000000001,14,8,6,57.1,42.9
RCP07488,1.31409,9,4,5,44.4,55.6
RCP07489,24.458759999999995,11,5,6,45.5,54.5
RCP07490,1.084176,5,3,2,60.0,40.0
RCP07491,9.978669999999997,9,3,6,33.3,66.7
RCP07492,9.512726999999998,14,8,6,57.1,42.9
RCP07493,11.631296,18,9,9,50.0,50.0
RCP07494,22.80971,9,5,4,55.6,44.4
RCP07495,1.9717020000000003,10,6,4,60.0,40.0
RCP07496,1.29152,8,6,2,75.0,25.0
RCP07497,1.671576,7,3,4,42.9,57.1
RCP07498,15.785981500000002,13,5,8,38.5,61.5
RCP07499,8.08248,5,2,3,40.0,60.0
RCP07500,5.712952,12,5,7,41.7,58.3
RCP07501,29.693759999999994,6,4,2,66.7,33.3
RCP07502,9.078650000000001,5,3,2,60.0,40.0
RCP07503,19.908989999999996,9,6,3,66.7,33.3
RCP07504,8.640269999999997,9,5,4,55.6,44.4
RCP07505,2.108095,8,5,3,62.5,37.5
RCP07506,16.504965,11,6,5,54.5,45.5
RCP07507,0.7919600000000001,7,4,3,57.1,42.9
RCP07508,19.672815,9,5,4,55.6,44.4
RCP07509,35.17684,9,5,4,55.6,44.4
RCP07510,39.953319,9,2,7,22.2,77.8
RCP07511,15.036414999999998,11,3,8,27.3,72.7
RCP07512,11.439704000000003,18,13,5,72.2,27.8
RCP07513,58.176190000000005,12,7,5,58.3,41.7
RCP07514,56.51334250000001,14,7,7,50.0,50.0
RCP07515,13.345416,7,2,5,28.6,71.4
RCP07516,9.174509999999998,12,7,5,58.3,41.7
RCP07517,2.6412449999999996,11,6,5,54.5,45.5
RCP07518,18.376265,13,6,7,46.2,53.8
RCP07519,11.74685,12,4,8,33.3,66.7
RCP07520,27.750857,8,3,5,37.5,62.5
RCP07521,16.3359,5,3,2,60.0,40.0
RCP07522,36.216035,8,5,3,62.5,37.5
RCP07523,12.6596075,8,4,4,50.0,50.0
RCP07524,10.744359999999999,13,8,5,61.5,38.5
RCP07525,1.06971,6,4,2,66.7,33.3
RCP07526,6.261407999999999,7,4,3,57.1,42.9
RCP07527,1.0724,5,2,3,40.0,60.0
RCP07528,9.647186,6,3,3,50.0,50.0
RCP07529,38.030224999999994,18,11,7,61.1,38.9
RCP07530,15.17532,6,4,2,66.7,33.3
RCP07531,8.38934,14,6,8,42.9,57.1
RCP07532,11.23491,8,6,2,75.0,25.0
RCP07533,9.310835,16,11,5,68.8,31.2
RCP07534,7.811364000000001,8,4,4,50.0,50.0
RCP07535,10.583383000000001,17,9,8,52.9,47.1
RCP07536,14.501854999999999,14,7,7,50.0,50.0
RCP07537,43.11774499999999,11,5,6,45.5,54.5
RCP07538,14.813410000000001,14,6,8,42.9,57.1
RCP07539,21.152853,18,7,11,38.9,61.1
RCP07540,3.977456,15,5,10,33.3,66.7
RCP07541,7.4848514999999995,12,7,5,58.3,41.7
RCP07542,34.02231,9,4,5,44.4,55.6
RCP07543,7.4638805,13,8,5,61.5,38.5
RCP07544,8.752476000000001,16,9,7,56.2,43.8
RCP07545,6.0029140000000005,12,5,7,41.7,58.3
RCP07546,9.132344,12,5,7,41.7,58.3
RCP07547,16.017748,14,7,7,50.0,50.0
RCP07548,54.11689499999999,10,5,5,50.0,50.0
RCP07549,7.725869999999999,7,5,2,71.4,28.6
RCP07550,2.1764499999999996,5,2,3,40.0,60.0
RCP07551,1.704819,9,6,3,66.7,33.3
RCP07552,31.591379999999997,9,4,5,44.4,55.6
RCP07553,1.365086,9,7,2,77.8,22.2
RCP07554,39.586029999999994,13,5,8,38.5,61.5
RCP07555,10.089871500000001,13,6,7,46.2,53.8
RCP07556,4.02372,9,3,6,33.3,66.7
RCP07557,33.87645,5,2,3,40.0,60.0
RCP07558,44.66937,18,9,9,50.0,50.0
RCP07559,36.283435,10,5,5,50.0,50.0
RCP07560,6.534126,8,5,3,62.5,37.5
RCP07561,16.035619999999998,14,8,6,57.1,42.9
RCP07562,27.317,9,5,4,55.6,44.4
RCP07563,22.3345725,12,4,8,33.3,66.7
RCP07564,41.01099500000001,14,8,6,57.1,42.9
RCP07565,6.552669999999999,8,5,3,62.5,37.5
RCP07566,1.51464,6,4,2,66.7,33.3
RCP07567,2.0539199999999997,8,4,4,50.0,50.0
RCP07568,20.084946999999996,6,4,2,66.7,33.3
RCP07569,4.0840765,13,7,6,53.8,46.2
RCP07570,20.7181845,18,6,12,33.3,66.7
RCP07571,8.913,5,2,3,40.0,60.0
RCP07572,4.9180515,19,14,5,73.7,26.3
RCP07573,9.606845,13,7,6,53.8,46.2
RCP07574,7.6833065,19,16,3,84.2,15.8
RCP07575,60.277176,8,5,3,62.5,37.5
RCP07576,19.960919999999998,8,5,3,62.5,37.5
RCP07577,3.16743,8,5,3,62.5,37.5
RCP07578,19.508904,12,6,6,50.0,50.0
RCP07579,8.039063000000002,11,7,4,63.6,36.4
RCP07580,14.579213,14,9,5,64.3,35.7
RCP07581,6.9827200000000005,9,5,4,55.6,44.4
RCP07582,5.679760000000001,6,3,3,50.0,50.0
RCP07583,2.1543595,7,4,3,57.1,42.9
RCP07584,25.321499999999997,5,3,2,60.0,40.0
RCP07585,25.677089999999996,6,3,3,50.0,50.0
RCP07586,9.996261,6,2,4,33.3,66.7
RCP07587,16.346754999999998,14,7,7,50.0,50.0
RCP07588,21.802926,5,3,2,60.0,40.0
RCP07589,1.6756290000000005,13,10,3,76.9,23.1
RCP07590,15.028144999999997,12,7,5,58.3,41.7
RCP07591,15.603835,7,4,3,57.1,42.9
RCP07592,15.795539999999999,11,5,6,45.5,54.5
RCP07593,17.649645,9,4,5,44.4,55.6
RCP07594,2.668,14,6,8,42.9,57.1
RCP07595,8.566230000000001,7,3,4,42.9,57.1
RCP07596,20.61814,12,7,5,58.3,41.7
RCP07597,28.758099999999995,14,7,7,50.0,50.0
RCP07598,37.91157499999999,9,4,5,44.4,55.6
RCP07599,15.4509445,13,7,6,53.8,46.2
RCP07600,23.291425,19,12,7,63.2,36.8
RCP07601,15.0383885,13,6,7,46.2,53.8
RCP07602,3.6760510000000006,10,4,6,40.0,60.0
RCP07603,44.472696500000005,12,6,6,50.0,50.0
RCP07604,3.645721,13,7,6,53.8,46.2
RCP07605,33.1644455,10,5,5,50.0,50.0
RCP07606,29.039323,13,8,5,61.5,38.5
RCP07607,55.6528895,11,6,5,54.5,45.5
RCP07608,10.0461375,17,8,9,47.1,52.9
RCP07609,18.54666,7,5,2,71.4,28.6
RCP07610,21.786949999999997,8,4,4,50.0,50.0
RCP07611,36.85641199999999,9,5,4,55.6,44.4
RCP07612,2.67468,13,9,4,69.2,30.8
RCP07613,15.388656999999998,9,4,5,44.4,55.6
RCP07614,9.006390000000001,5,3,2,60.0,40.0
RCP07615,7.74876,8,3,5,37.5,62.5
RCP07616,4.0539000000000005,5,3,2,60.0,40.0
RCP07617,48.484478,9,5,4,55.6,44.4
RCP07618,7.457189999999998,6,3,3,50.0,50.0
RCP07619,3.1144099999999995,9,4,5,44.4,55.6
RCP07620,9.168055,12,8,4,66.7,33.3
RCP07621,15.737980499999999,7,3,4,42.9,57.1
RCP07622,1.34135,9,5,4,55.6,44.4
RCP07623,7.891863000000001,15,10,5,66.7,33.3
RCP07624,11.02116,7,3,4,42.9,57.1
RCP07625,29.379399,17,7,10,41.2,58.8
RCP07626,24.710998000000004,11,5,6,45.5,54.5
RCP07627,0.77854,7,5,2,71.4,28.6
RCP07628,14.3208135,13,6,7,46.2,53.8
RCP07629,26.102345999999997,7,2,5,28.6,71.4
RCP07630,9.587736,9,5,4,55.6,44.4
RCP07631,4.467044,15,10,5,66.7,33.3
RCP07632,25.001785,7,3,4,42.9,57.1
RCP07633,11.945039999999997,12,7,5,58.3,41.7
RCP07634,11.430699999999996,18,9,9,50.0,50.0
RCP07635,28.651899999999998,9,4,5,44.4,55.6
RCP07636,5.267865,12,9,3,75.0,25.0
RCP07637,19.984859999999998,5,3,2,60.0,40.0
RCP07638,17.884275,11,7,4,63.6,36.4
RCP07639,3.773695,8,5,3,62.5,37.5
RCP07640,11.305703000000001,14,6,8,42.9,57.1
RCP07641,10.630365,18,9,9,50.0,50.0
RCP07642,1.7106499999999998,9,4,5,44.4,55.6
RCP07643,4.88752,14,7,7,50.0,50.0
RCP07644,9.96786,6,2,4,33.3,66.7
RCP07645,3.8371299999999997,14,7,7,50.0,50.0
RCP07646,1.308103,15,9,6,60.0,40.0
RCP07647,19.83382,8,6,2,75.0,25.0
RCP07648,7.914789999999999,11,4,7,36.4,63.6
RCP07649,21.3208095,5,2,3,40.0,60.0
RCP07650,8.695170000000003,15,7,8,46.7,53.3
RCP07651,1.4824240000000002,12,7,5,58.3,41.7
RCP07652,1.7913000000000001,7,5,2,71.4,28.6
RCP07653,20.373425,8,3,5,37.5,62.5
RCP07654,7.6505295,9,4,5,44.4,55.6
RCP07655,10.098785,13,10,3,76.9,23.1
RCP07656,19.928075,7,2,5,28.6,71.4
RCP07657,3.54776,17,8,9,47.1,52.9
RCP07658,2.4064550000000002,10,5,5,50.0,50.0
RCP07659,19.892035499999995,13,7,6,53.8,46.2
RCP07660,60.376490000000004,9,3,6,33.3,66.7
RCP07661,1.905967,10,5,5,50.0,50.0
RCP07662,5.138795999999999,7,4,3,57.1,42.9
RCP07663,23.014176,19,10,9,52.6,47.4
RCP07664,6.9077565,12,6,6,50.0,50.0
RCP07665,5.87024,11,7,4,63.6,36.4
RCP07666,26.36294,9,6,3,66.7,33.3
RCP07667,7.822663,9,6,3,66.7,33.3
RCP07668,21.738776,9,4,5,44.4,55.6
RCP07669,1.854065,17,14,3,82.4,17.6
RCP07670,9.374931,9,4,5,44.4,55.6
RCP07671,4.497871000000001,11,6,5,54.5,45.5
RCP07672,8.89341,7,3,4,42.9,57.1
RCP07673,10.159313,14,5,9,35.7,64.3
RCP07674,23.144634999999997,6,3,3,50.0,50.0
RCP07675,17.989894999999997,10,6,4,60.0,40.0
RCP07676,21.542882,9,4,5,44.4,55.6
RCP07677,9.152289000000001,9,5,4,55.6,44.4
RCP07678,25.3196205,9,4,5,44.4,55.6
RCP07679,1.4145999999999999,6,4,2,66.7,33.3
RCP07680,58.27839,7,2,5,28.6,71.4
RCP07681,2.3642499999999997,8,2,6,25.0,75.0
RCP07682,11.302043,13,8,5,61.5,38.5
RCP07683,7.348424,18,8,10,44.4,55.6
RCP07684,7.377450000000001,5,3,2,60.0,40.0
RCP07685,1.9614120000000002,5,2,3,40.0,60.0
RCP07686,7.578810000000001,6,3,3,50.0,50.0
RCP07687,20.48794,9,6,3,66.7,33.3
RCP07688,3.9547305,13,4,9,30.8,69.2
RCP07689,9.46569,9,5,4,55.6,44.4
RCP07690,10.433805,19,10,9,52.6,47.4
RCP07691,4.991429,13,5,8,38.5,61.5
RCP07692,7.9917205000000004,9,4,5,44.4,55.6
RCP07693,7.580346,12,8,4,66.7,33.3
RCP07694,23.85708,9,4,5,44.4,55.6
RCP07695,62.307289999999995,9,4,5,44.4,55.6
RCP07696,10.0406055,7,3,4,42.9,57.1
RCP07697,2.9095005,13,7,6,53.8,46.2
RCP07698,42.251684999999995,10,4,6,40.0,60.0
RCP07699,7.749200999999999,14,6,8,42.9,57.1
RCP07700,2.8846,5,2,3,40.0,60.0
RCP07701,1.21184,9,6,3,66.7,33.3
RCP07702,1.04633,5,3,2,60.0,40.0
RCP07703,6.0700829999999995,11,5,6,45.5,54.5
RCP07704,7.26671,14,6,8,42.9,57.1
RCP07705,1.10071,5,2,3,40.0,60.0
RCP07706,2.654993,10,5,5,50.0,50.0
RCP07707,2.0622895,14,6,8,42.9,57.1
RCP07708,5.7886765,14,8,6,57.1,42.9
RCP07709,3.552955,9,6,3,66.7,33.3
RCP07710,3.930744,7,3,4,42.9,57.1
RCP07711,2.53338,10,6,4,60.0,40.0
RCP07712,1.1429655,7,5,2,71.4,28.6
RCP07713,6.65643,7,3,4,42.9,57.1
RCP07714,4.44425,12,8,4,66.7,33.3
RCP07715,3.53655,9,3,6,33.3,66.7
RCP07716,1.6057940000000002,14,9,5,64.3,35.7
RCP07717,7.978789999999999,10,5,5,50.0,50.0
RCP07718,1.2726000000000002,5,3,2,60.0,40.0
RCP07719,1.35433,6,3,3,50.0,50.0
RCP07720,1.50855,9,4,5,44.4,55.6
RCP07721,2.22807,14,9,5,64.3,35.7
RCP07722,12.489605,9,5,4,55.6,44.4
RCP07723,0.935855,6,4,2,66.7,33.3
RCP07724,5.32746,14,8,6,57.1,42.9
RCP07725,8.172477500000001,13,5,8,38.5,61.5
RCP07726,3.9815700000000005,9,3,6,33.3,66.7
RCP07727,0.9462085,9,6,3,66.7,33.3
RCP07728,1.84394,6,3,3,50.0,50.0
RCP07729,3.4098495,17,8,9,47.1,52.9
RCP07730,9.345659,17,13,4,76.5,23.5
RCP07731,1.8993950000000002,7,3,4,42.9,57.1
RCP07732,1.183388,7,3,4,42.9,57.1
RCP07733,5.351285000000001,9,3,6,33.3,66.7
RCP07734,5.202813,13,7,6,53.8,46.2
RCP07735,1.0082,5,2,3,40.0,60.0
RCP07736,10.638204999999997,17,10,7,58.8,41.2
RCP07737,5.157239,13,7,6,53.8,46.2
RCP07738,2.6504749999999997,12,7,5,58.3,41.7
RCP07739,13.3916,15,8,7,53.3,46.7
RCP07740,7.750374999999999,11,7,4,63.6,36.4
RCP07741,3.6780899999999996,15,5,10,33.3,66.7
RCP07742,14.681805,11,2,9,18.2,81.8
RCP07743,7.051305,12,5,7,41.7,58.3
RCP07744,2.37955,17,10,7,58.8,41.2
RCP07745,2.28893,19,12,7,63.2,36.8
RCP07746,2.076742,12,7,5,58.3,41.7
RCP07747,8.064772000000001,14,6,8,42.9,57.1
RCP07748,0.997882,5,3,2,60.0,40.0
RCP07749,7.3388,13,8,5,61.5,38.5
RCP07750,1.28035,6,3,3,50.0,50.0
RCP07751,2.367626,6,3,3,50.0,50.0
RCP07752,1.09871,5,2,3,40.0,60.0
RCP07753,0.90924,6,4,2,66.7,33.3
RCP07754,9.75243,9,4,5,44.4,55.6
RCP07755,5.704839499999999,9,4,5,44.4,55.6
RCP07756,5.8206500000000005,9,3,6,33.3,66.7
RCP07757,16.2618425,15,6,9,40.0,60.0
RCP07758,5.20606,13,7,6,53.8,46.2
RCP07759,2.128319,14,9,5,64.3,35.7
RCP07760,10.898359999999998,11,6,5,54.5,45.5
RCP07761,2.886921,11,5,6,45.5,54.5
RCP07762,9.554535,14,8,6,57.1,42.9
RCP07763,2.4621315,9,3,6,33.3,66.7
RCP07764,7.569283500000001,13,6,7,46.2,53.8
RCP07765,0.8144400000000002,5,3,2,60.0,40.0
RCP07766,3.5553350000000004,7,3,4,42.9,57.1
RCP07767,1.5689600000000001,8,4,4,50.0,50.0
RCP07768,1.66984,7,3,4,42.9,57.1
RCP07769,12.513112,9,5,4,55.6,44.4
RCP07770,2.33483,8,4,4,50.0,50.0
RCP07771,2.2273620000000003,10,5,5,50.0,50.0
RCP07772,7.549531000000001,14,9,5,64.3,35.7
RCP07773,8.350215,13,4,9,30.8,69.2
RCP07774,1.8123425,10,6,4,60.0,40.0
RCP07775,3.979767,16,8,8,50.0,50.0
RCP07776,2.950333,12,7,5,58.3,41.7
RCP07777,0.5628230000000001,6,4,2,66.7,33.3
RCP07778,2.89477,8,4,4,50.0,50.0
RCP07779,10.796263500000002,14,6,8,42.9,57.1
RCP07780,2.703633,7,4,3,57.1,42.9
RCP07781,3.4747500000000002,10,8,2,80.0,20.0
RCP07782,7.933788,9,6,3,66.7,33.3
RCP07783,7.709011,13,6,7,46.2,53.8
RCP07784,1.8857180000000002,8,3,5,37.5,62.5
RCP07785,1.205905,7,3,4,42.9,57.1
RCP07786,4.744908,7,3,4,42.9,57.1
RCP07787,2.3489,6,2,4,33.3,66.7
RCP07788,4.491529,8,5,3,62.5,37.5
RCP07789,1.12587,9,6,3,66.7,33.3
RCP07790,8.355579500000001,13,7,6,53.8,46.2
RCP07791,1.11732,6,3,3,50.0,50.0
RCP07792,3.365308,11,4,7,36.4,63.6
RCP07793,8.4768925,12,6,6,50.0,50.0
RCP07794,3.7256315,12,7,5,58.3,41.7
RCP07795,17.351394000000003,17,9,8,52.9,47.1
RCP07796,3.28285,11,6,5,54.5,45.5
RCP07797,0.8438399999999999,7,3,4,42.9,57.1
RCP07798,25.8739725,18,8,10,44.4,55.6
RCP07799,7.25455,14,9,5,64.3,35.7
RCP07800,0.80908,6,4,2,66.7,33.3
RCP07801,8.44761,13,8,5,61.5,38.5
RCP07802,7.403301999999998,12,6,6,50.0,50.0
RCP07803,1.679416,10,6,4,60.0,40.0
RCP07804,0.81061,8,5,3,62.5,37.5
RCP07805,5.083361,18,11,7,61.1,38.9
RCP07806,3.8121899999999997,7,4,3,57.1,42.9
RCP07807,8.751467,15,6,9,40.0,60.0
RCP07808,3.083582,12,7,5,58.3,41.7
RCP07809,2.1847000000000003,14,8,6,57.1,42.9
RCP07810,0.685852,7,3,4,42.9,57.1
RCP07811,3.3935400000000002,8,5,3,62.5,37.5
RCP07812,1.07464,5,2,3,40.0,60.0
RCP07813,1.02871,6,3,3,50.0,50.0
RCP07814,2.1514735000000003,9,5,4,55.6,44.4
RCP07815,1.24804,9,5,4,55.6,44.4
RCP07816,1.9073319999999998,9,6,3,66.7,33.3
